PROVIDER_ID,HAI_1_DEN_VOL,HAI_2_DEN_VOL,HAI_3_DEN_VOL,HAI_4_DEN_VOL,HAI_5_DEN_VOL,HAI_6_DEN_VOL,HAI_1_DEN_PRED,HAI_2_DEN_PRED,HAI_3_DEN_PRED,HAI_4_DEN_PRED,HAI_5_DEN_PRED,HAI_6_DEN_PRED,HAI_1,HAI_2,HAI_3,HAI_4,HAI_5,HAI_6,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,EDAC_30_HF,READM_30_COPD,EDAC_30_AMI,EDAC_30_PN,MORT_30_STK,MORT_30_PN,MORT_30_HF,MORT_30_COPD,MORT_30_AMI,COMP_HIP_KNEE,READM_30_HOSP_WIDE_DEN,READM_30_HIP_KNEE_DEN,EDAC_30_HF_DEN,READM_30_COPD_DEN,EDAC_30_AMI_DEN,EDAC_30_PN_DEN,MORT_30_STK_DEN,MORT_30_PN_DEN,MORT_30_HF_DEN,MORT_30_COPD_DEN,MORT_30_AMI_DEN,COMP_HIP_KNEE_DEN,OP_2,OP_2_DEN,OP_3B,OP_3B_DEN,OP_8,OP_8_DEN,OP_10,OP_10_DEN,OP_13,OP_13_DEN,OP_18B,OP_18B_DEN,OP_22,OP_22_DEN,OP_23,OP_23_DEN,OP_29,OP_29_DEN,PSI_4_SURG_COMP,PSI_4_SURG_COMP_DEN,PSI_90_SAFETY,IMM_3_DEN,IMM_3,HCP_COVID_19_DEN,HCP_COVID_19,PC_01,PC_01_DEN,SEP_1,SEP_1_DEN,H_RESP_RATE_P,H_COMP_1_STAR_RATING,H_COMP_2_STAR_RATING,H_COMP_3_STAR_RATING,H_COMP_5_STAR_RATING,H_COMP_6_STAR_RATING,H_COMP_7_STAR_RATING,H_GLOB_STAR_RATING,H_INDI_STAR_RATING,H_NUMB_COMP,PSI_90_SAFETY_DEN,MORT_30_CABG,MORT_30_CABG_DEN,READM_30_CABG,READM_30_CABG_DEN,OP_32,OP_32_DEN,OP_35_ADM,OP_35_ADM_DEN,OP_35_ED,OP_35_ED_DEN,OP_36,OP_36_DEN,Facility_ID,Facility_Name,State,ZIP_Code,County_Parish
140117,6629.0,7945.0,102.0,,63750.0,60970.0,7.266,10.204,2.755,,5.772,30.332,0.963,0.49,0.363,,0.173,0.56,0.142,0.04,11.2,0.171,21.8,13.7,0.152,0.1669999999999999,0.098,0.074,0.12,0.025,3135.0,139.0,846.0,115.0,219.0,417.0,276.0,432.0,746.0,95.0,224.0,127.0,,,,,0.262,,0.091,,0.039,,206.0,348.0,0.01,35529.0,,,0.81,162.0,148.02,103.0,1.03,,,1390.0,0.012,0.06,64.0,0.42,166.0,30.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.5,1625.0,2292.6592,0.0279999999999999,68.0,0.109,64.0,13.4,739.0,,,,,0.9,401.0,140117,AMITA HEALTH RESURRECTION MEDICAL CENTER,IL,60631,COOK
140119,30897.0,13142.0,283.0,322.0,158342.0,136271.0,34.535,21.285,7.766,2.723,9.601,110.369,0.405,0.188,0.644,0.367,1.146,0.526,0.151,0.044,22.0,0.162,18.7,4.0,0.107,0.111,0.0579999999999999,0.063,0.106,0.0409999999999999,4387.0,468.0,710.0,106.0,149.0,308.0,277.0,277.0,535.0,89.0,102.0,433.0,,,,,0.263,,0.079,,0.042,,324.0,335.0,0.01,60593.0,,,0.97,96.0,127.22,300.0,0.76,16232.0,0.98,15216.0,0.281,0.0,22.0,0.25,88.0,15.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.5,3147.0,5413.17,0.025,105.0,0.107,102.0,11.5,1720.0,12.8,779.0,3.8,779.0,1.1,1145.0,140119,RUSH UNIVERSITY MEDICAL CENTER,IL,60612,COOK
140120,,,,,,8722.0,,,,,,1.903,,,,,,0.525,0.144,,-0.8,0.181,,-19.0,0.161,0.173,0.146,0.08,0.14,,473.0,,133.0,37.0,,130.0,40.0,141.0,132.0,36.0,38.0,,,,,,,,0.075,,,,112.0,352.0,0.01,25442.0,0.86,14.0,0.98,42.0,,,0.92,389.0,0.94,822.0,0.0,,,0.71,70.0,23.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.5,312.0,252.60219999999995,,,,,12.8,220.0,,,,,1.3,39.0,140120,PEKIN MEMORIAL HOSPITAL,IL,61554,TAZEWELL
140122,5645.0,3806.0,100.0,213.0,50985.0,42169.0,6.09,4.787,2.548,1.755,2.222,21.206,0.985,0.836,1.57,1.709,0.45,0.519,0.144,,-19.9,0.178,30.5,3.9,0.145,0.17,0.083,0.089,0.121,,1923.0,,341.0,85.0,164.0,390.0,152.0,389.0,305.0,74.0,133.0,,,,,,0.295,,0.07,,0.042,,208.0,402.0,0.04,27589.0,0.69,13.0,0.97,72.0,172.85,41.0,0.75,2574.0,0.84,2578.0,0.002,0.0,56.0,0.47,134.0,20.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.5,1270.0,1328.7857,0.025,58.0,0.1009999999999999,57.0,11.0,3074.0,,,,,0.9,368.0,140122,ADVENTIST HINSDALE HOSPITAL,IL,60521,DU PAGE
140124,11549.0,12703.0,209.0,153.0,106416.0,100942.0,14.057,22.313,6.649,1.4,6.834,70.941,0.711,0.493,0.902,0.714,0.439,0.381,0.148,,14.3,0.191,,42.8,,0.138,0.076,0.075,0.119,,570.0,,186.0,44.0,,49.0,,49.0,143.0,37.0,32.0,,,,,,,,0.03,,0.0289999999999999,,294.0,376.0,0.06,84342.0,,,0.88,154.0,,,0.91,6272.0,0.84,5697.0,0.1939999999999999,0.0,235.0,0.72,199.0,10.0,1.0,3.0,2.0,2.0,2.0,2.0,2.5,1.5,922.0,572.204,,,,,15.4,156.0,13.3,73.0,5.2,73.0,1.3,55.0,140124,JOHN H STROGER JR HOSPITAL,IL,60612,COOK
140125,,1604.0,,,,16019.0,,1.371,,,,9.355,,0.729,,,,0.428,0.142,,-1.6,0.183,,1.9,,0.2319999999999999,0.136,0.106,,,205.0,,87.0,42.0,,78.0,,80.0,67.0,38.0,,,,,,,,,0.146,,,,136.0,368.0,0.0,21947.0,,,0.97,62.0,,,0.94,1497.0,0.32,776.0,0.001,,,0.67,149.0,14.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,175.0,235.9935,,,,,13.5,149.0,,,,,1.0,54.0,140125,GATEWAY REGIONAL MEDICAL CENTER,IL,62040,MADISON
140127,2198.0,3206.0,92.0,,42926.0,40174.0,1.735,2.576,2.549,,1.732,20.366,0.576,0.776,1.569,,1.155,0.147,0.151,0.0579999999999999,-17.0,0.177,10.1,-5.2,0.122,0.183,0.139,0.1,0.122,0.035,1612.0,424.0,297.0,111.0,92.0,286.0,119.0,268.0,252.0,102.0,92.0,398.0,,,,,,,0.059,,0.027,,202.0,381.0,0.03,30344.0,,,0.95,37.0,160.28,42.0,0.83,2698.0,0.83,1850.0,0.003,0.02,141.0,0.68,120.0,27.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,425.0,1304.5766999999998,,,,,14.3,87.0,,,,,1.3,328.0,140127,CARLE BROMENN MEDICAL CENTER,IL,61761,MC LEAN
140130,3121.0,1893.0,121.0,132.0,55963.0,53385.0,2.643,1.797,2.98,1.062,2.073,21.282,0.378,0.0,0.336,0.942,0.482,0.329,0.159,0.039,-21.2,0.175,23.5,7.7,0.086,0.114,0.064,0.081,0.132,0.034,3067.0,183.0,601.0,103.0,108.0,403.0,190.0,403.0,517.0,93.0,137.0,175.0,,,,,0.3329999999999999,,0.077,,0.039,,234.0,387.0,0.04,69936.0,,,0.98,227.0,173.57,32.0,0.88,2523.0,0.98,2477.0,0.168,0.01,159.0,0.61,109.0,21.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.5,581.0,1832.3152,,,,,11.4,2305.0,15.8,414.0,5.7,414.0,1.0,674.0,140130,NORTHWESTERN LAKE FOREST HOSPITAL,IL,60045,LAKE
140133,,,,,,22627.0,,,,,,13.072,,,,,,0.688,0.147,,-12.0,0.198,,35.0,0.142,0.1939999999999999,0.106,0.089,,,363.0,,160.0,68.0,,75.0,45.0,79.0,132.0,63.0,,,,,,,,,0.025,,,,192.0,349.0,0.01,37252.0,,,1.0,67.0,,,0.92,572.0,0.97,562.0,0.079,,,0.51,169.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,168.0,287.6979,,,,,13.3,54.0,,,,,,,140133,HOLY CROSS HOSPITAL,IL,60629,COOK
140135,3536.0,4501.0,108.0,,39895.0,38395.0,2.811,3.719,2.818,,2.26,18.113,0.711,0.269,1.774,,0.885,0.276,0.142,0.05,36.4,0.177,3.4,3.5,0.105,0.198,0.115,0.092,0.133,0.04,1728.0,31.0,394.0,198.0,89.0,420.0,168.0,440.0,356.0,191.0,107.0,29.0,,,,,0.447,,0.064,,0.037,,232.0,818.0,0.05,32937.0,0.83,29.0,1.0,65.0,187.63,66.0,0.95,2482.0,0.71,1967.0,0.377,0.06,36.0,0.33,123.0,16.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,693.0,1352.4238,,,,,11.3,1455.0,9.7,65.0,5.9,65.0,0.8,917.0,140135,DECATUR MEMORIAL HOSPITAL,IL,62526,MACON
140137,,,,,,,,,,,,,,,,,,,0.142,,45.7,,,-16.2,,0.183,0.13,,,,124.0,,38.0,,,57.0,,51.0,35.0,,,,,,,,,,0.062,,,,110.0,336.0,0.0,6429.0,,,,,,,0.99,166.0,0.8,106.0,0.0,,,0.67,21.0,,,,,,,,,,,65.0556,,,,,12.5,117.0,,,,,,,140137,HSHS HOLY FAMILY HOSPITAL INC,IL,62246,BOND
140145,,,,,,5418.0,,,,,,1.383,,,,,,0.0,0.146,,0.3,,,-2.4,0.144,0.126,0.14,,,,334.0,,101.0,,,124.0,28.0,121.0,99.0,,,,,,,,,,0.0819999999999999,,0.032,,117.0,336.0,0.0,9019.0,,,0.99,83.0,,,0.96,452.0,0.86,253.0,0.004,0.02,43.0,0.72,71.0,25.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.5,276.0,155.48950000000002,,,,,11.9,476.0,,,,,0.9,73.0,140145,ST JOSEPHS HOSPITAL,IL,62230,CLINTON
140147,,,,,,5465.0,,,,,,2.973,,,,,,1.682,0.148,,-11.6,0.221,,-24.7,,0.156,0.121,0.111,,,396.0,,108.0,67.0,,132.0,,127.0,85.0,68.0,,,,,,,,,0.105,,0.022,,137.0,355.0,0.01,9541.0,,,1.0,55.0,,,1.04,602.0,0.94,531.0,0.0,0.09,34.0,0.58,81.0,23.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,216.0,174.3921,,,,,12.9,310.0,,,,,1.0,61.0,140147,CARLE RICHLAND MEMORIAL HOSPITAL,IL,62450,RICHLAND
140148,16458.0,20544.0,297.0,174.0,119152.0,117217.0,16.801,27.519,7.676,1.369,11.017,75.796,0.952,0.618,1.824,2.191,0.363,0.449,0.148,0.05,19.7,0.177,26.1,7.4,0.125,0.171,0.123,0.085,0.129,0.043,4090.0,50.0,635.0,326.0,407.0,666.0,491.0,652.0,569.0,288.0,391.0,47.0,,,,,,,0.038,,0.0409999999999999,,252.0,1060.0,0.04,62725.0,,,0.94,63.0,186.85,193.0,1.32,7429.0,0.72,6887.0,0.25,0.0,12.0,0.52,378.0,18.0,3.0,3.0,2.0,3.0,4.0,4.0,3.5,2.5,2072.0,3881.9028,0.0289999999999999,159.0,0.105,153.0,14.2,774.0,10.9,58.0,5.7,58.0,0.7,1129.0,140148,MEMORIAL MEDICAL CENTER,IL,62702,SANGAMON
140150,12073.0,6844.0,172.0,184.0,126841.0,116853.0,14.235,15.568,4.845,1.78,9.389,59.107,0.913,0.771,0.413,1.685,1.065,0.423,0.155,0.047,37.6,0.185,,9.9,0.111,0.142,0.094,0.096,0.121,0.043,1000.0,28.0,188.0,40.0,,85.0,113.0,77.0,157.0,31.0,36.0,26.0,,,,,,,0.054,,0.026,,340.0,366.0,0.04,51028.0,,,0.99,73.0,197.33,124.0,1.92,7452.0,0.97,8167.0,0.284,0.0,91.0,0.54,122.0,8.0,2.0,3.0,3.0,3.0,2.0,2.0,2.5,2.0,495.0,1561.1465999999998,,,,,13.3,340.0,11.1,133.0,5.3,133.0,0.9,172.0,140150,UNIVERSITY OF ILLINOIS HOSPITAL AND CLINICS,IL,60612,COOK
140155,1745.0,2077.0,,,,20178.0,1.306,1.531,,,,11.58,0.0,0.0,,,,0.173,0.139,0.04,-11.4,0.168,21.7,-24.7,0.136,0.177,0.126,0.104,0.131,0.033,1015.0,143.0,159.0,92.0,91.0,209.0,69.0,206.0,144.0,80.0,98.0,132.0,,,,,,,0.108,,0.0289999999999999,,135.0,381.0,0.01,28879.0,0.69,13.0,0.95,43.0,168.06,31.0,0.85,,,603.0,0.009,0.0,38.0,0.71,73.0,39.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.5,666.0,794.1849,,,,,14.4,120.0,10.2,39.0,5.6,39.0,1.1,398.0,140155,PRESENCE ST MARYS HOSPITAL,IL,60901,KANKAKEE
140158,,,,,,11091.0,,,,,,4.37,,,,,,0.686,0.148,,37.9,0.182,,-9.7,0.123,0.191,0.111,,,,221.0,,84.0,32.0,,35.0,32.0,30.0,70.0,,,,,,,,,,0.037,,,,193.0,362.0,0.03,25433.0,,,,,,,1.02,941.0,0.61,768.0,0.009,,,0.52,240.0,14.0,1.0,2.0,2.0,2.0,1.0,2.0,1.5,2.0,254.0,103.7668,,,,,13.7,160.0,,,,,,,140158,INSIGHT HOSPITAL AND MEDICAL CENTER CHICAGO,IL,60616,COOK
140160,1494.0,3572.0,59.0,,,21142.0,1.016,2.405,1.495,,,10.669,0.0,0.0,1.338,,,0.562,0.143,0.045,-19.3,0.181,,14.0,0.143,0.176,0.13,0.111,0.138,0.035,620.0,55.0,126.0,55.0,,136.0,65.0,140.0,124.0,51.0,41.0,51.0,,,,,,,0.083,,0.055,,157.0,456.0,0.0,24969.0,,,0.95,61.0,,,0.98,1461.0,0.76,1653.0,0.078,0.0,41.0,0.57,272.0,26.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,389.0,448.85210000000006,,,,,16.1,495.0,11.2,52.0,5.1,52.0,1.2,172.0,140160,FHN MEMORIAL HOSPITAL,IL,61032,STEPHENSON
140161,,,,,,6026.0,,,,,,2.725,,,,,,0.734,0.157,0.04,-14.9,0.186,,2.8,0.154,0.2019999999999999,0.142,0.092,,0.03,386.0,77.0,121.0,68.0,,141.0,37.0,146.0,122.0,61.0,,75.0,,,,,,,0.05,,0.0279999999999999,,125.0,367.0,0.01,13768.0,0.83,18.0,1.0,77.0,,,0.92,326.0,0.91,424.0,0.036,,,0.68,76.0,26.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,218.0,278.5443,,,,,13.4,244.0,,,,,1.1,39.0,140161,SAINT JAMES HOSPITAL,IL,61764,LIVINGSTON
140162,3444.0,3976.0,68.0,,37956.0,36436.0,3.093,3.94,1.975,,1.643,13.64,0.97,1.015,2.025,,0.609,0.22,0.16,0.0559999999999999,18.0,0.1889999999999999,-5.6,18.2,0.142,0.204,0.129,0.1119999999999999,0.132,0.04,1678.0,69.0,385.0,102.0,148.0,280.0,141.0,297.0,341.0,98.0,139.0,67.0,,,,,0.432,,0.08,,0.043,,215.0,386.0,0.03,32818.0,,,,,222.5,47.0,0.72,1145.0,0.83,1522.0,0.0289999999999999,0.02,82.0,0.52,111.0,25.0,3.0,3.0,2.0,3.0,3.0,3.0,2.5,2.5,1179.0,1200.1437,0.034,63.0,0.1009999999999999,61.0,,,,,,,1.1,119.0,140162,ST JOSEPH MEDICAL CENTER,IL,61701,MC LEAN
140164,5632.0,6442.0,79.0,,36623.0,32548.0,5.096,6.409,2.097,,2.419,13.625,0.196,1.248,1.431,,0.413,0.294,0.15,0.047,23.3,0.1889999999999999,-4.6,23.3,0.145,0.204,0.131,0.113,0.135,0.031,1546.0,26.0,327.0,171.0,230.0,289.0,149.0,277.0,273.0,150.0,203.0,26.0,,,,,,,0.063,,0.06,,191.0,378.0,0.04,36194.0,,,,,195.56,79.0,1.11,1220.0,0.96,1248.0,0.038,0.0,46.0,0.39,106.0,18.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,378.0,1308.9543,0.038,69.0,0.109,67.0,14.8,57.0,8.1,397.0,7.0,397.0,1.2,258.0,140164,MEMORIAL HOSPITAL OF CARBONDALE,IL,62901,JACKSON
140166,,1652.0,,,,14444.0,,1.283,,,,7.34,,0.779,,,,0.409,0.146,0.054,11.9,0.201,6.8,41.4,0.12,0.162,0.1159999999999999,0.07,0.129,,1126.0,25.0,400.0,94.0,91.0,371.0,103.0,381.0,363.0,80.0,99.0,,,,,,0.357,,0.06,,0.03,,214.0,337.0,0.1,29830.0,0.92,12.0,0.72,113.0,206.82,47.0,1.75,763.0,0.86,478.0,0.0,0.0,11.0,0.62,104.0,24.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.5,466.0,864.0581999999999,,,,,13.5,778.0,,,,,1.1,406.0,140166,ST MARYS HOSPITAL,IL,62521,MACON
140172,5892.0,4824.0,75.0,,42788.0,40498.0,5.91,5.649,1.927,,3.435,26.296,1.523,1.239,1.038,,0.873,0.723,0.156,0.048,42.0,0.193,-6.8,42.9,0.146,0.168,0.0819999999999999,0.096,0.125,0.03,1520.0,36.0,527.0,169.0,112.0,290.0,133.0,274.0,443.0,135.0,128.0,35.0,,,,,,,0.06,,0.051,,274.0,327.0,0.05,57185.0,0.51,41.0,0.93,70.0,156.72,45.0,1.08,2481.0,0.69,1722.0,0.003,0.0,31.0,0.54,139.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,429.0,1168.5403,,,,,13.5,728.0,13.5,106.0,4.8,106.0,0.8,284.0,140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,IL,60461,COOK
140174,2165.0,2433.0,42.0,,,23195.0,1.607,1.805,1.158,,,10.984,0.622,1.108,1.727,,,0.546,0.143,,12.3,0.195,18.5,16.4,0.12,0.206,0.1159999999999999,0.104,0.113,,951.0,,245.0,48.0,76.0,180.0,59.0,174.0,205.0,47.0,79.0,,,,,,,,0.027,,,,220.0,324.0,0.01,34773.0,0.69,26.0,0.73,11.0,187.77,25.0,1.05,,,588.0,0.005,0.0,39.0,0.7,103.0,34.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.5,695.0,688.9911,0.0279999999999999,35.0,0.1009999999999999,35.0,12.8,80.0,13.4,31.0,5.5,31.0,1.1,216.0,140174,PRESENCE MERCY MEDICAL CENTER,IL,60506,KANE
140177,,1923.0,,,,11647.0,,1.781,,,,4.148,,0.0,,,,0.0,0.155,,52.7,0.193,,,,0.175,0.0969999999999999,,,,160.0,,54.0,31.0,,,,26.0,40.0,,,,,,,,,,,,,,192.0,525.0,0.01,16256.0,,,0.65,55.0,,,,,,633.0,0.986,,,0.05,20.0,,,,,,,,,,,,,,,,,,,,,,,,140177,JACKSON PARK HOSPITAL,IL,60649,COOK
140179,7484.0,4447.0,68.0,,58163.0,55580.0,6.545,5.38,1.757,,3.144,28.578,1.07,0.743,2.277,,0.636,0.245,0.172,0.053,25.8,0.195,50.8,70.6,0.09,0.148,0.0969999999999999,0.06,0.142,0.035,1969.0,33.0,573.0,157.0,99.0,396.0,189.0,390.0,471.0,123.0,121.0,31.0,,,,,,,0.073,,0.065,,272.0,366.0,0.09,46739.0,0.9,30.0,0.97,78.0,191.88,45.0,0.86,2126.0,0.7,2066.0,0.0069999999999999,0.0,79.0,0.47,145.0,13.0,4.0,4.0,3.0,4.0,2.0,3.0,3.5,3.0,487.0,1361.3985,,,,,12.1,653.0,12.2,68.0,4.7,68.0,0.9,160.0,140179,OSF LITTLE COMPANY OF MARY MEDICAL CENTER,IL,60805,COOK
140180,1266.0,,127.0,,70040.0,69471.0,1.193,,3.635,,3.351,32.98,0.838,,0.55,,0.597,0.303,0.148,,34.7,0.1989999999999999,,49.8,0.133,0.145,0.12,0.078,0.128,,818.0,,188.0,73.0,,142.0,42.0,138.0,149.0,53.0,53.0,,,,,,,,0.153,,0.02,,192.0,350.0,0.01,50134.0,,,0.95,483.0,170.74,31.0,1.06,,,1256.0,0.024,0.0,35.0,0.79,99.0,34.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.5,1126.0,911.1219,,,,,12.4,618.0,11.0,99.0,4.4,99.0,0.8,76.0,140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,IL,60622,COOK
140181,,2836.0,,,,10878.0,,2.081,,,,7.713,,0.961,,,,1.556,0.16,,7.2,,,90.5,,0.196,,,,,143.0,,25.0,,,30.0,,40.0,,,,,,,,,,,,,,,259.0,301.0,0.07,9121.0,,,,,,,0.94,458.0,0.89,476.0,0.0,,,0.75,65.0,,,,,,,,,,,174.1716,,,,,,,,,,,,,140181,SOUTH SHORE HOSPITAL,IL,60617,COOK
140182,5354.0,5003.0,212.0,334.0,67547.0,61821.0,5.789,7.048,6.309,2.94,3.577,27.138,1.555,0.709,1.427,1.02,0.28,0.332,0.148,,2.7,0.196,-3.6,1.9,0.106,0.171,0.095,0.095,0.139,,1416.0,,262.0,36.0,70.0,131.0,111.0,122.0,228.0,33.0,67.0,,,,,,,,0.042,,0.068,,214.0,365.0,0.02,43122.0,,,0.97,91.0,176.13,59.0,1.15,4015.0,0.85,3516.0,0.03,0.0,78.0,0.84,148.0,14.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,840.0,1082.6227,,,,,12.9,817.0,13.0,627.0,5.0,627.0,1.1,185.0,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,IL,60657,COOK
140184,,3040.0,,,,8558.0,,1.833,,,,3.376,,0.546,,,,0.592,0.149,0.043,-1.8,0.193,-17.4,-13.6,,0.205,0.136,0.085,0.136,,467.0,26.0,116.0,49.0,67.0,150.0,,145.0,84.0,37.0,84.0,,,,,,,,0.07,,0.0,,182.0,364.0,0.03,13146.0,0.85,20.0,0.67,63.0,179.81,28.0,0.96,742.0,0.66,599.0,0.002,,,0.61,142.0,21.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,323.0,359.48749999999995,,,,,12.2,217.0,,,,,1.3,124.0,140184,HEARTLAND REGIONAL MEDICAL CENTER,IL,62959,WILLIAMSON
140185,10088.0,10765.0,129.0,,81422.0,77793.0,6.586,7.127,3.417,,3.74,36.275,1.215,0.421,0.0,,1.07,0.193,0.148,0.049,9.0,0.1989999999999999,-11.8,8.5,0.142,0.162,0.109,0.081,0.118,0.037,2812.0,240.0,646.0,189.0,157.0,576.0,185.0,538.0,578.0,178.0,172.0,219.0,,,,,,,0.044,,0.0409999999999999,,195.0,378.0,0.03,72865.0,0.6,20.0,0.99,164.0,164.99,64.0,0.92,4853.0,0.97,2714.0,0.0279999999999999,0.0,18.0,0.54,142.0,38.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,2665.0,2048.2816,0.023,71.0,0.108,70.0,13.4,339.0,,,,,0.7,616.0,140185,MEMORIAL HOSPITAL,IL,62226,ST. CLAIR
140186,3274.0,2690.0,77.0,,41974.0,40583.0,3.43,3.156,2.073,,1.722,25.137,0.292,0.634,0.0,,0.0,0.398,0.142,,-0.5,0.187,-15.5,-15.5,0.1159999999999999,0.178,0.122,0.066,0.13,,1883.0,,482.0,182.0,124.0,469.0,196.0,448.0,430.0,144.0,126.0,,,,,,0.309,,0.053,,0.047,,193.0,392.0,0.04,35451.0,0.91,11.0,0.81,84.0,178.65,46.0,1.04,4196.0,0.98,3370.0,0.047,0.04,28.0,0.51,496.0,21.0,4.0,4.0,3.0,3.0,4.0,3.0,3.5,3.5,879.0,1447.4851999999998,0.026,62.0,0.111,61.0,14.7,237.0,9.7,201.0,4.4,201.0,0.9,568.0,140186,RIVERSIDE MEDICAL CENTER,IL,60901,KANKAKEE
140187,5738.0,5818.0,118.0,,51665.0,50106.0,5.2,5.877,3.202,,2.103,27.163,0.0,0.17,0.0,,0.476,0.184,0.145,0.057,32.0,0.19,14.2,-34.5,0.127,0.145,0.104,0.126,0.122,0.039,2170.0,45.0,543.0,73.0,252.0,293.0,121.0,274.0,479.0,74.0,219.0,42.0,,,,,0.362,,0.0819999999999999,,0.038,,189.0,356.0,0.01,41759.0,0.67,18.0,0.99,277.0,186.29,51.0,0.97,1407.0,0.85,1183.0,0.004,0.0,16.0,0.69,274.0,24.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,1747.0,1597.7499999999998,0.035,64.0,0.108,62.0,12.5,1082.0,9.8,31.0,5.6,31.0,1.1,717.0,140187,HSHS ST ELIZABETH'S HOSPITAL,IL,62269,ST. CLAIR
140189,4139.0,4014.0,105.0,,38602.0,37380.0,2.802,2.873,2.695,,1.83,13.277,0.714,1.74,0.742,,2.732,0.603,0.156,0.052,20.5,0.184,-18.7,2.2,0.151,0.174,0.128,0.086,0.146,0.033,1936.0,327.0,526.0,229.0,64.0,402.0,146.0,394.0,449.0,214.0,74.0,296.0,,,,,0.487,,0.063,,0.03,,202.0,407.0,0.02,40213.0,0.78,27.0,0.97,234.0,212.11,42.0,1.23,3631.0,0.88,3523.0,0.068,0.0,27.0,0.74,155.0,27.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,760.0,1448.5956,,,,,14.4,1170.0,11.0,178.0,6.7,178.0,1.6,684.0,140189,SARAH BUSH LINCOLN HEALTH CENTER,IL,61938,COLES
140191,6951.0,5156.0,73.0,,61173.0,60563.0,4.66,4.522,1.81,,2.149,36.504,0.215,0.663,1.105,,0.931,0.137,0.148,0.052,34.3,0.203,,25.8,0.125,0.19,0.088,0.078,0.143,0.052,1170.0,112.0,554.0,103.0,,175.0,115.0,183.0,478.0,89.0,52.0,105.0,,,,,,,0.089,,0.032,,148.0,356.0,0.09,39121.0,0.76,17.0,0.91,46.0,145.55,32.0,0.83,1934.0,0.96,1652.0,0.5589999999999999,0.0,39.0,0.07,56.0,12.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,585.0,1209.3517,,,,,13.6,281.0,11.6,177.0,5.9,177.0,1.4,173.0,140191,INGALLS MEMORIAL HOSPITAL,IL,60426,COOK
140197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,87.0,0.0,2874.0,,,0.98,124.0,,,,177.0,0.85,204.0,0.01,,,,,,,,,,,,,,,,,,,,13.3,307.0,,,,,,,140197,METHODIST HOSPITAL OF CHICAGO,IL,60640,COOK
140200,10674.0,10870.0,210.0,190.0,88647.0,86705.0,8.417,9.303,5.542,1.494,3.07,75.12,0.238,0.752,0.18,0.669,0.651,0.133,0.147,0.042,7.6,0.2,5.1,29.1,0.13,0.192,0.098,0.074,0.114,0.036,4958.0,945.0,1160.0,275.0,190.0,657.0,313.0,637.0,979.0,233.0,188.0,802.0,,,,,,,0.044,,0.043,,183.0,389.0,0.02,84066.0,0.86,14.0,0.97,75.0,148.77,107.0,0.88,4448.0,0.95,4679.0,0.0,0.01,72.0,0.63,172.0,23.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,1394.0,4335.363299999999,0.032,101.0,0.102,98.0,12.3,1617.0,12.8,302.0,4.4,302.0,1.1,986.0,140200,ELMHURST MEMORIAL HOSPITAL,IL,60126,DU PAGE
